Datetime	Open	High	Low	Close	tick_volume
1542690000	1.145	1.14517	1.14467	1.14515	198
1542690900	1.14515	1.14558	1.14515	1.14554	449
1542691800	1.14554	1.14559	1.14533	1.14545	284
1542692700	1.14544	1.14559	1.14519	1.1454	437
1542693600	1.1454	1.14549	1.14478	1.14494	451
1542694500	1.14493	1.14494	1.14469	1.14472	282
1542695400	1.14472	1.14485	1.14443	1.14459	538
1542696300	1.14459	1.14485	1.14457	1.14457	374
1542697200	1.14457	1.14488	1.1445	1.14485	267
1542698100	1.14485	1.145	1.14464	1.14493	243
1542699000	1.14493	1.1451	1.14463	1.14487	319
1542699900	1.14487	1.14506	1.14464	1.1448	411
1542700800	1.1448	1.14499	1.14454	1.14499	455
1542701700	1.14499	1.14559	1.14499	1.14534	508
1542702600	1.14534	1.14547	1.14502	1.14525	346
1542703500	1.14524	1.14546	1.14503	1.14513	365
1542704400	1.14514	1.1457	1.14481	1.14524	775
1542705300	1.14524	1.14587	1.14513	1.14564	769
1542706200	1.14564	1.14644	1.14561	1.14594	1058
1542707100	1.14594	1.14629	1.14563	1.14573	853
1542708000	1.14573	1.14712	1.14572	1.14666	1491
1542708900	1.14666	1.14719	1.14651	1.14653	956
1542709800	1.14653	1.14655	1.14419	1.1448	1300
1542710700	1.14482	1.14483	1.14285	1.14309	1935
1542711600	1.14309	1.1432	1.14216	1.14309	1507
1542712500	1.14308	1.14347	1.14278	1.14327	1117
1542713400	1.14327	1.14364	1.14305	1.14334	922
1542714300	1.14336	1.14352	1.14226	1.14273	1266
1542715200	1.14277	1.14373	1.14267	1.14326	1239
1542716100	1.14326	1.14347	1.14297	1.14322	1105
1542717000	1.14322	1.14365	1.14293	1.14338	799
1542717900	1.14338	1.14391	1.14304	1.14306	747
1542718800	1.14307	1.14314	1.14242	1.14304	867
1542719700	1.14304	1.14347	1.14292	1.14322	893
1542720600	1.14322	1.1435	1.1429	1.14296	776
1542721500	1.14296	1.1437	1.14272	1.14313	1034
1542722400	1.14313	1.14338	1.14292	1.14316	769
1542723300	1.14317	1.14349	1.14163	1.14204	1366
1542724200	1.14203	1.1423	1.14166	1.14196	929
1542725100	1.14195	1.14203	1.14141	1.14176	968
1542726000	1.14176	1.14215	1.1413	1.14207	1034
1542726900	1.14207	1.14212	1.14178	1.14184	727
1542727800	1.14185	1.14206	1.14081	1.14092	1527
1542728700	1.14096	1.14143	1.14038	1.14066	1129
1542729600	1.14066	1.14098	1.13997	1.14034	1518
1542730500	1.14033	1.14054	1.13922	1.13978	1614
1542731400	1.13978	1.14041	1.1394	1.1404	1519
1542732300	1.1404	1.14067	1.13977	1.13978	1430
1542733200	1.13979	1.14004	1.13833	1.13893	2074
1542734100	1.13893	1.13986	1.13876	1.13984	1427
1542735000	1.13984	1.13995	1.13941	1.13941	1096
1542735900	1.13941	1.14112	1.13925	1.14092	1716
1542736800	1.14092	1.14129	1.14029	1.14075	1175
1542737700	1.14074	1.14074	1.13939	1.13955	1007
1542738600	1.13954	1.13984	1.13882	1.13892	893
1542739500	1.13892	1.13924	1.13884	1.139	483
1542740400	1.139	1.13929	1.13839	1.13884	633
1542741300	1.13884	1.13885	1.13847	1.13866	480
1542742200	1.13867	1.1388	1.13785	1.13807	585
1542743100	1.13808	1.13815	1.13726	1.13754	767
1542744000	1.13754	1.1376	1.1365	1.13669	1050
1542744900	1.13669	1.13696	1.13616	1.13633	959
1542745800	1.13633	1.1367	1.13583	1.13639	669
1542746700	1.13639	1.13677	1.13597	1.13648	814
1542747600	1.13648	1.13663	1.13584	1.13592	762
1542748500	1.13592	1.13655	1.13584	1.13638	633
1542749400	1.13637	1.13669	1.13629	1.13637	388
1542750300	1.13637	1.13689	1.13632	1.13665	496
1542751200	1.13665	1.13668	1.13621	1.13642	438
1542752100	1.13642	1.13695	1.13633	1.13687	401
1542753000	1.13687	1.13688	1.13665	1.13678	388
1542753900	1.13677	1.13713	1.13673	1.13687	239
1542754800	1.13688	1.13707	1.13658	1.13696	165
1542755700	1.13696	1.13703	1.13681	1.13693	122
1542756600	1.13693	1.13717	1.13689	1.13714	147
1542757500	1.13714	1.13719	1.13685	1.13695	243
1542758400	1.13695	1.13707	1.13645	1.13677	319
1542759300	1.13678	1.13686	1.13656	1.13686	174
1542760200	1.13682	1.137	1.1366	1.13674	728
1542761100	1.13674	1.13679	1.13658	1.13663	183
1542762000	1.13663	1.13721	1.13663	1.13708	460
1542762900	1.13709	1.13713	1.13696	1.13701	128
1542763800	1.13701	1.13725	1.1369	1.13702	203
1542764700	1.13702	1.13723	1.137	1.13718	152
1542765600	1.13718	1.13725	1.13676	1.13704	343
1542766500	1.13704	1.13729	1.137	1.13701	214
1542767400	1.13701	1.13717	1.13676	1.13697	237
1542768300	1.13698	1.1372	1.13658	1.13662	427
1542769200	1.13662	1.13684	1.13655	1.13667	446
1542770100	1.13667	1.13687	1.13656	1.13682	377
1542771000	1.13682	1.13686	1.13652	1.13671	397
1542771900	1.13671	1.13707	1.13667	1.13691	240
1542772800	1.13694	1.13707	1.13674	1.13704	499
1542773700	1.13703	1.13726	1.13685	1.1371	325
1542774600	1.13711	1.1374	1.13706	1.13726	386
1542775500	1.13725	1.13742	1.13705	1.13731	312
1542776400	1.13732	1.13747	1.13712	1.13726	408
1542777300	1.13726	1.13742	1.13714	1.13718	343
1542778200	1.13718	1.13728	1.1371	1.13726	294
1542779100	1.13726	1.13727	1.13705	1.13713	262
1542780000	1.13713	1.13732	1.13702	1.1373	248
1542780900	1.1373	1.13743	1.13699	1.13709	264
1542781800	1.13708	1.13723	1.13708	1.13721	94
1542782700	1.13721	1.13773	1.13721	1.13773	220
1542783600	1.13773	1.13783	1.13759	1.13776	262
1542784500	1.13774	1.13782	1.13752	1.13767	263
1542785400	1.13768	1.13784	1.13764	1.13781	206
1542786300	1.13781	1.13814	1.13771	1.13799	311
1542787200	1.13798	1.13831	1.13771	1.1383	298
1542788100	1.1383	1.13868	1.13828	1.1384	296
1542789000	1.1384	1.1388	1.13834	1.13861	326
1542789900	1.1386	1.14006	1.13855	1.13922	952
1542790800	1.13922	1.13963	1.13892	1.13928	706
1542791700	1.13929	1.13968	1.13904	1.13966	559
1542792600	1.13968	1.13989	1.13912	1.13957	754
1542793500	1.13957	1.14015	1.13854	1.13872	954
1542794400	1.13871	1.14009	1.1387	1.1399	1285
1542795300	1.1399	1.14002	1.13944	1.13996	943
1542796200	1.13996	1.14071	1.13936	1.14043	1049
